chemical,activity,dosage,reference
QUERCETIN,Antilipoperoxidant,IC67=50,"Duke, 1992 *"
QUERCETIN,Antimalarial,IC50=1-6.4 ug/ml,"Medicinal and Poisonous Plants of the Tropics. Leeuwenberg, A.J.M., ed. Pudoc, Wageningen. 1987."
QUERCETIN,Antimelanomic,not available,"Duke, 1992 *"
QUERCETIN,Antimetastatic,not available,"Duke, 1992 *"
QUERCETIN,Antimutagenic,ID50=0.62 ug/ml,"Duke, 1992 *"
QUERCETIN,Antimutagenic,ID50=2-5 nM,"Phenolic Compounds in Food and Their Effects on Health. Antioxidants & Cancer Prevention. Huang, M.T., Ho, C.T. and Lee, C.Y. eds. 1992. ACS Symposium Series 507.ACS, Washington 402 pp."
QUERCETIN,Antimyocarditic,not available,"Economic & Medicinal Plant Research, 5: 199."
QUERCETIN,Antinitrosaminic,not available,"Duke, 1992 *"
QUERCETIN,Antinociceptive,not available,"Duke, 1992 *"
QUERCETIN,Antioxidant,4.7 x Vit. E,"Duke, 1992 *"
QUERCETIN,Antioxidant,IC96=300 ppm,"Phenolic Compounds in Food and Their Effects on Health. Antioxidants & Cancer Prevention. Huang, M.T., Ho, C.T. and Lee, C.Y. eds. 1992. ACS Symposium Series 507.ACS, Washington 402 pp."
QUERCETIN,Antioxidant,ED50=2.3 uM,"Seidel, V., Verholle, M., Malard, Y., Tillequin, F., Fruchart, J-C., Duriez, P., Bailleul, F., Teissier, E. 2000. Phenylpropanoids from Ballota nigra L. Inhibit in vitro LDL Peroxidation. Phytotherapy Research, 14(2): 93-98."
QUERCETIN,Antioxidant,IC47=10 uM,"Duke, 1992 *"
QUERCETIN,Antipancreatitic,not available,"Joseph, J., Nadeau, D. and Underwood, A. 2001. The Color Code. Hyperion, NY."
QUERCETIN,Antiperiodontal,not available,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
QUERCETIN,Antiperistaltic,not available,"Duke, 1992 *"
QUERCETIN,Antipermeability,not available,"Duke, 1992 *"
QUERCETIN,Antiperoxidant,not available,"Planta Medica, 57: A110, 1991."
QUERCETIN,Antipharyngitic,not available,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
QUERCETIN,Antiplaque,not available,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
QUERCETIN,Antiplasmodial,IC50=13-64,"Duke, 1992 *"
QUERCETIN,AntiPMS,500 mg/2x/day/wmn,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
QUERCETIN,Antipodriac,not available,"Duke, 1992 *"
QUERCETIN,Antipolio,not available,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
QUERCETIN,Antiproliferant,10 nM,"Duke, 1992 *"
QUERCETIN,Antiprostanoid,not available,"Duke, 1992 *"
QUERCETIN,Antiprostatitic,not available,"Joseph, J., Nadeau, D. and Underwood, A. 2001. The Color Code. Hyperion, NY."
QUERCETIN,Antipsoriac,not available,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
QUERCETIN,Antiradicular,IC50=4.6 uM,"Planta Medica, 56(6): 695, 1990."
QUERCETIN,Antispasmodic,not available,"Duke, 1992 *"
QUERCETIN,Antistreptococcic,ID50=120 ug/ml,"Duke, 1992 *"
QUERCETIN,Antithiamin,not available,"Phenolic Compounds in Food and Their Effects on Health, 69."
QUERCETIN,Antithrombic,not available,"Duke, 1992 *"
QUERCETIN,Antitrypanosomic,IC50=13,"Duke, 1992 *"
QUERCETIN,Antitumor,10 uM,"Duke, 1992 *"
QUERCETIN,Antitumor (Bladder),not available,"Duke, 1992 *"
QUERCETIN,Antitumor (Breast),not available,"Duke, 1992 *"
QUERCETIN,Antitumor (Colon),not available,"Duke, 1992 *"
QUERCETIN,Antitumor (Lung),not available,"Duke, 1992 *"
QUERCETIN,Antitumor (Ovary),not available,"Duke, 1992 *"
QUERCETIN,Antitumor (Skin),20 uM,"Duke, 1992 *"
QUERCETIN,Antitumor-Promoter,not available,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
QUERCETIN,Antiulcer,not available,"Duke, 1992 *"
QUERCETIN,Antiviral,IC50=10 uM,"Economic & Medicinal Plant Research, 5: 225."
QUERCETIN,Antiviral,48-150 ug/ml,"Amoros, M., Simoes, C.M.O., Girre, L., et al. Synergistic Effect Of Flavones And Flavonols Against Herpes Simplex Virus Type 1 In Cell Culture. Comparison With The Antiviral Activity Of Propolis. J. of Natural Products 55(12):1732-1740, 1992."
QUERCETIN,Apoptotic,20-60 uM,"Duke, 1992 *"
QUERCETIN,ATPase-Inhibitor,not available,"Nigg, H.N. and Seigler, D.S., eds. 1992. Phytochemical Resources for Medicine and Agriculture. Plenum Press, New York. 445 pp."
QUERCETIN,Bacteristat,10 mg/ml,"Duke, 1992 *"
QUERCETIN,Bradycardiac,not available,"Huang, K. C. 1993. The Pharmacology of Chinese Herbs. CRC Press, Boca Raton, FL 388 pp."
QUERCETIN,Calmodulin-Antagonist,not available,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
QUERCETIN,cAMP-Phosphodiesterase-Inhibitor,not available,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
QUERCETIN,Cancer-Preventive,not available,"Stitt, P. A. Why George Should Eat Broccoli. Dougherty Co, Milwaukee, WI, 1990, 399 pp."
QUERCETIN,Candidicide,not available,"Duke, 1992 *"
QUERCETIN,Capillariprotective,not available,Merck 11th Edition
QUERCETIN,Carcinogenic,"40,000 ppm (diet) mus","Nigg, H.N. and Seigler, D.S., eds. 1992. Phytochemical Resources for Medicine and Agriculture. Plenum Press, New York. 445 pp."
QUERCETIN,Catabolic,not available,"Duke, 1992 *"
QUERCETIN,COMT-Inhibitor,not available,"Duke, 1992 *"
QUERCETIN,Copper-Chelator,not available,"Duke, 1992 *"
QUERCETIN,COX-2-Inhibitor,<40 uM,"Duke, 1992 *"
QUERCETIN,Cyclooxygenase-Inhibitor,not available,"Duke, 1992 *"
QUERCETIN,Cytochrome-P450-1A2-Inhibitor,not available,"Duke, 1992 *"
QUERCETIN,Cytotoxic,ED50=70 ug/ml,"Matsukawa, Y., et al. The Effect of Quercetin and Other Flavonoids on Cell Cycle Progresssion and Growth of Human Gastric Cancer Cells. Planta Medica, 56(6): 677, 1990."
QUERCETIN,Cytotoxic,IC82=100 ug/ml,"Planta Medica, 57: A113, 1991."
QUERCETIN,Deiodinase-Inhibitor,not available,Jim Duke's personal files.
QUERCETIN,Diaphoretic?,not available,"Lawrence Review of Natural Products, Dec-90."
QUERCETIN,Differentiator,5.5 uM,"Duke, 1992 *"
QUERCETIN,Estrogenic,10% genistein,"Duke, 1992 *"
QUERCETIN,Fungicide,not available,"Duke, 1992 *"
QUERCETIN,Glucosyl-Transferase-Inhibitor,ID50=120 ug/ml,"Duke, 1992 *"
QUERCETIN,Hemostat,not available,"Huang, K. C. 1993. The Pharmacology of Chinese Herbs. CRC Press, Boca Raton, FL 388 pp."
QUERCETIN,Hepatomagenic,"5,000 ppm (diet) rat","Phenolic Compounds in Food and Their Effects on Health. Antioxidants & Cancer Prevention. Huang, M.T., Ho, C.T. and Lee, C.Y. eds. 1992. ACS Symposium Series 507.ACS, Washington 402 pp."
QUERCETIN,Hepatoprotective,not available,"Duke, 1992 *"
QUERCETIN,HIV-RT-Inhibitor,IC50=<1 ug/ml,"Nakane, H., Fukushima, M., and Ono*, K. Differential Inhibition Of Reverse Transcriptase And Various DNA Polymerases By Digallic Acid And Its Derivatives. Journal of Natural Products, 53(5): 1234-1240, 1990."
QUERCETIN,Hypoglycemic,100 mg/kg orl rat,"Ivorra, M.D., Paya, M., and Villar, A. 1989. A Review of Natural Products and Plants as Potential Antidiabetic Drugs. Journal of Ethnopharmacology, 27: 243-275, 1989."
QUERCETIN,iNOS-Inhibitor,IC50=20 uM,"Duke, 1992 *"
QUERCETIN,Inotropic,not available,"Duke, 1992 *"
QUERCETIN,Insulinogenic,not available,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
QUERCETIN,Juvabional,not available,"Lydon, J. & Duke, S., The potential of pesticides from plants, pp. 1-41 in Craker, L. & Simon, J., eds, Herbs, Spices & Medicinal Plants: Recent Advances in Botany, Horticulture, & Pharmacology, v. 4, Oryx Press, Phoenix, 1989, 267pp."
QUERCETIN,Larvistat,"8,000 ppm diet","Lydon, J. & Duke, S., The potential of pesticides from plants, pp. 1-41 in Craker, L. & Simon, J., eds, Herbs, Spices & Medicinal Plants: Recent Advances in Botany, Horticulture, & Pharmacology, v. 4, Oryx Press, Phoenix, 1989, 267pp."
QUERCETIN,Lipoxygenase-Inhibitor,IC11=1.25 mM,"Oszmianski, J. and Lee, C.Y. 1990. Inhibitory Effect of Phenolics on Carotene Bleaching in Vegetables. J. Agric. Food Chem. 38: 688-690."
QUERCETIN,Lipoxygenase-Inhibitor,IC50=0.1-5 uM,"Duke, 1992 *"
QUERCETIN,MAO-A-Inhibitor,not available,"Duke, 1992 *"
QUERCETIN,Mast-Cell-Stabilizer,not available,"Duke, 1992 *"
QUERCETIN,Metal-Chelator (Copper),not available,"Seidel, V., Verholle, M., Malard, Y., Tillequin, F., Fruchart, J-C., Duriez, P., Bailleul, F., Teissier, E. 2000. Phenylpropanoids from Ballota nigra L. Inhibit in vitro LDL Peroxidation. Phytotherapy Research, 14(2): 93-98."
QUERCETIN,Metalloproteinase-Inhibitor,IC50=>42 uM,"Duke, 1992 *"
QUERCETIN,MMP-9-Inhibitor,20 uM,"Duke, 1992 *"
QUERCETIN,Mutagenic,not available,"Duke, 1992 *"
QUERCETIN,NADH-Oxidase-Inhibitor,not available,"Duke, 1992 *"
QUERCETIN,NEP-Inhibitor,IC50=>42 uM,"Duke, 1992 *"
QUERCETIN,Neuroprotective,5-25 uM,"Duke, 1992 *"
QUERCETIN,NF-kB-Inhibitor,not available,"Duke, 1992 *"
QUERCETIN,NO-Inhibitor,IC>50=125 uM,"Duke, 1992 *"
QUERCETIN,NO-Inhibitor,IC50=20 uM,"Duke, 1992 *"
QUERCETIN,NO-Synthase-Inhibitor,5-50 uM,"Duke, 1992 *"
QUERCETIN,Ornithine-Decarboxylase-Inhibitor,<10 uM,"Duke, 1992 *"
QUERCETIN,P450-Inducer,5 uM,Father Nature's Farmacy: The aggregate of all these three-letter citations.
QUERCETIN,P450-Inhibitor,50-100 uM,Father Nature's Farmacy: The aggregate of all these three-letter citations.
QUERCETIN,Pesticide,not available,"Duke, 1992 *"
QUERCETIN,PGE2-Inhibitor,not available,"Duke, 1992 *"
QUERCETIN,Phospholipase-Inhibitor,not available,"Duke, 1992 *"
QUERCETIN,Plasmodicide,not available,"Neuwinger, H. D. 1996. African Ethnobotany - Poisons and Drugs. Chapman & Hall, New York. 941 pp."
QUERCETIN,Proliferant,not available,"Duke, 1992 *"
QUERCETIN,Prostaglandin-Synthesis-Inhibitor,40 ug/ml,"Ibewuike, J. C., Ogungbamila, F. O., Ogundaini, A. O., Okeke, I. N., Bohlin, L. 1997. Antiinflammatory and Antibacterial Activities of C-methylflavonol from Piliostigma thonningii. Phytotherapy Research, 11(4): 281-284."
QUERCETIN,Protein-Kinase-C-Inhibitor,not available,"Naim, M., Zehavi, U., Nagy, S., and Rouseff, R.L. Hydroxycinnamic Acids as Off-Flavor Precursors in Citrus Fruits and Their Products. Phenolic Compounds in Food and Their Effects on Health, Ch.14."
QUERCETIN,PTK-Inhibitor,0.4-24 uM,"Duke, 1992 *"
QUERCETIN,Quinone-Reductase-Inducer,6 uM,"Uda, Y., Price, K. R., Williamson, G., Rhodes, M. J. C. 1997. Induction of the Anticarcinogenic Marker Enzyme, Quinone Reductase, in Murine Hepatoma Cells In Vitro by Flavonoids. Cancer Lett., 120 (2): 213-216."
QUERCETIN,Quinone-Reductase-Inducer,13 uM,"Duke, 1992 *"
QUERCETIN,Teratologic,not available,"Duke, 1992 *"
QUERCETIN,TNF-alpha-Inhibitor,IC50=3.11 uM,"Duke, 1992 *"
QUERCETIN,Topoisomerase-I-Inhibitor,IC50=42 uM,"Duke, 1992 *"
QUERCETIN,Topoisomerase-I-Inhibitor,IC50=12.8 ug/ml,"Duke, 1992 *"
QUERCETIN,Topoisomerase-II-Inhibitor,IC50=23-40 uM,"Duke, 1992 *"
QUERCETIN,Topoisomerase-II-Inhibitor,IC50=1-6.9 ug/ml,"Duke, 1992 *"
QUERCETIN,Tumorigenic,0.1% diet orl rat/yr,Jim Duke's personal files.
QUERCETIN,Tyrosinase-Inhibitor,ID50=70 uM,"Duke, 1992 *"
QUERCETIN,Tyrosine-Kinase-Inhibitor,not available,"Economic & Medicinal Plant Research, 6: 170."
QUERCETIN,Vasodilator,not available,"Duke, 1992 *"
QUERCETIN,VEGF-Inhibitor,not available,"Duke, 1992 *"
QUERCETIN,Xanthine-Oxidase-Inhibitor,IC50=>0.4 ug/ml,Chem. & Pharm. Bull. 38: 1772.
QUERCETIN,Xanthine-Oxidase-Inhibitor,IC50=10.6 ug/ml,"Duke, 1992 *"
QUERCETIN,Xanthine-Oxidase-Inhibitor,3.1 uM,"Duke, 1992 *"
QUERCETIN,11B-HSD-Inhibitor,not available,"Duke, 1992 *"
QUERCETIN,5-Lipoxygenase-Inhibitor,IC50 (uM)=4,"Duke, 1992 *"
QUERCETIN,Aldehyde-Oxidase-Inhibitor,IC70-96=10 uM,"Duke, 1992 *"
QUERCETIN,Aldose-Reductase-Inhibitor,IC50=0.84 ug/ml cow,"Okada,Y,et al.1995.Search for Naturally Occurring Substances to Prevent the Complications of Diabetes.II.Inhibitory Effect of Coumarin and Flavonoid Derivatives on Bovine Lens Aldose Reductase and Rabbit Platelet Aggregation.Chem Pharm Bull43(8):1385-1387"
QUERCETIN,Aldose-Reductase-Inhibitor,IC50=0.344 uM,"Mao, X. M., Zhang, J. Q. 1993. Inhibition of Aldose Reductase by Extracts of Chinese Herbal Medicine. Zhongguo Zhongyao Zazhi , 18(10): 623-624."
QUERCETIN,Aldose-Reductase-Inhibitor,100 uM,"Duke, 1992 *"
QUERCETIN,Aldose-Reductase-Inhibitor,4 ug/ml,"Ichikawa, K., et al. 1991. Isolation and Structure Determination of Aldose Reductase Inhibitors from Traditional Thai Medicine, and Syntheses of Their Derivatives. Sankyo Kenkyusho Nempo, 43: 99-110."
QUERCETIN,Allelochemic,IC82=1 mM,"Lydon, J. & Duke, S., The potential of pesticides from plants, pp. 1-41 in Craker, L. & Simon, J., eds, Herbs, Spices & Medicinal Plants: Recent Advances in Botany, Horticulture, & Pharmacology, v. 4, Oryx Press, Phoenix, 1989, 267pp."
QUERCETIN,Allergenic,not available,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
QUERCETIN,Analgesic,not available,"Duke, 1992 *"
QUERCETIN,Antiaflatoxin,IC50=25 uM,"Duke, 1992 *"
QUERCETIN,Antiaflatoxin,IC50=7.5 ppm,"Duke, 1992 *"
QUERCETIN,Antiaggregant,30 uM,"Duke, 1992 *"
QUERCETIN,Antiaggregant,IC50=55 uM,"Economic & Medicinal Plant Research, 5: 333."
QUERCETIN,Antiaging,not available,"Duke, 1992 *"
QUERCETIN,Antiallergic,IC50=14 uM,Jim Duke's personal files.
QUERCETIN,Antialzheimeran,not available,"Duke, 1992 *"
QUERCETIN,Antianaphylactic,not available,"Meli, R., Autore, G., Di Carlo, G., Capasso, F. Inhibitory Action of Quercetin on Intestinal Transit in Mice. Phytotherapy Research 4(5): 201, 1990."
QUERCETIN,Antiangiogenic,not available,"Duke, 1992 *"
QUERCETIN,Antiarthritic,not available,"Duke, 1992 *"
QUERCETIN,Antiasthmatic,IC50=14 uM,"Duke, 1992 *"
QUERCETIN,Antiatherosclerotic,not available,"Duke, 1992 *"
QUERCETIN,Antibacterial,not available,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
QUERCETIN,Anticarcinomic (Breast),IC50=1.5 uM,Medline (post 1990 searches filed in my computer)
QUERCETIN,Anticariogenic,ID50=120 ug/ml,"Duke, 1992 *"
QUERCETIN,Anticataract,not available,"Duke, 1992 *"
QUERCETIN,Anticolitic,400 mg/man/3x/day,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
QUERCETIN,Anticomplementary,not available,"Duke, 1992 *"
QUERCETIN,AntiCrohn's,400 mg/man/3x/day,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
QUERCETIN,Anticystitic,"1,000 mg/day/4 weeks","Duke, 1992 *"
QUERCETIN,Antidepressant,not available,"Duke, 1992 *"
QUERCETIN,Antidermatitic,not available,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
QUERCETIN,Antidiabetic,not available,"Duke, 1992 *"
QUERCETIN,Antielastase,IC50=0.8 ug/ml,"Duke, 1992 *"
QUERCETIN,Antiencephalitic,not available,"Economic & Medicinal Plant Research, 5: 199."
QUERCETIN,Antiescherichic,not available,"Duke, 1992 *"
QUERCETIN,Antiestrogenic,not available,"Duke, 1992 *"
QUERCETIN,Antifeedant,"IC52=<1,000 ppm diet","Lydon, J. & Duke, S., The potential of pesticides from plants, pp. 1-41 in Craker, L. & Simon, J., eds, Herbs, Spices & Medicinal Plants: Recent Advances in Botany, Horticulture, & Pharmacology, v. 4, Oryx Press, Phoenix, 1989, 267pp."
QUERCETIN,Antifibrosarcomic,not available,"Duke, 1992 *"
QUERCETIN,Antiflu,not available,"Vlietinck, A.J. and Dommisse, R.A. eds. 1985. Advances in Medicinal Plant Research. Wiss. Verlag. Stuttgart."
QUERCETIN,Antigastric,not available,"Rastitel'nye Resursy, 21: 85."
QUERCETIN,Antigonadotropic,not available,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp."
QUERCETIN,AntiGTF,ID50=120 ug/ml,"Duke, 1992 *"
QUERCETIN,Antihepatotoxic,not available,"Joyeux, M., Rolland, A., Fleurentin, J., Mortier, F., and Dorfman, P. 1989. Tert-Butyl Hydroperoxide-Induced Injury in Isolated Rat Hepatocytes: A Model for Studying Anti-Hepatotoxic Crude Drugs. Planta Medica 56(2): 171-173, 1990."
QUERCETIN,Antiherpetic,48-150 ug/ml,"Duke, 1992 *"
QUERCETIN,Antihistaminic,IC50=<10 uM,"Duke, 1992 *"
QUERCETIN,AntiHIV,not available,"Duke, 1992 *"
QUERCETIN,Antihydrophobic,not available,"Vlietinck, A.J. and Dommisse, R.A. eds. 1985. Advances in Medicinal Plant Research. Wiss. Verlag. Stuttgart."
QUERCETIN,Antihypertensive,not available,"Huang, K. C. 1993. The Pharmacology of Chinese Herbs. CRC Press, Boca Raton, FL 388 pp."
QUERCETIN,Antiinflammatory,20-150 mg/kg,Fitoterapia No.5-1990.
QUERCETIN,Antileishmanic,IC50=64,"Duke, 1992 *"
QUERCETIN,Antileukemic,IC50=10 uM,"Economic & Medicinal Plant Research, 5: 225."
QUERCETIN,Antileukemic,5.5-60 uM,"Duke, 1992 *"
QUERCETIN,Antileukemic,IC50=>10 ug/ml,Life Sciences 55: 1061.
QUERCETIN,Antileukotriene,not available,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
QUERCETIN,Antilipoperoxidant,IC67=50,"Duke, 1992 *"
QUERCETIN,Antimalarial,IC50=1-6.4 ug/ml,"Medicinal and Poisonous Plants of the Tropics. Leeuwenberg, A.J.M., ed. Pudoc, Wageningen. 1987."
QUERCETIN,Antimelanomic,not available,"Duke, 1992 *"
QUERCETIN,Antimetastatic,not available,"Duke, 1992 *"
QUERCETIN,Antimutagenic,ID50=0.62 ug/ml,"Duke, 1992 *"
QUERCETIN,Antimutagenic,ID50=2-5 nM,"Phenolic Compounds in Food and Their Effects on Health. Antioxidants & Cancer Prevention. Huang, M.T., Ho, C.T. and Lee, C.Y. eds. 1992. ACS Symposium Series 507.ACS, Washington 402 pp."
QUERCETIN,Antimyocarditic,not available,"Economic & Medicinal Plant Research, 5: 199."
QUERCETIN,Antinitrosaminic,not available,"Duke, 1992 *"
QUERCETIN,Antinociceptive,not available,"Duke, 1992 *"
QUERCETIN,Antioxidant,4.7 x Vit. E,"Duke, 1992 *"
QUERCETIN,Antioxidant,IC96=300 ppm,"Phenolic Compounds in Food and Their Effects on Health. Antioxidants & Cancer Prevention. Huang, M.T., Ho, C.T. and Lee, C.Y. eds. 1992. ACS Symposium Series 507.ACS, Washington 402 pp."
QUERCETIN,Antioxidant,ED50=2.3 uM,"Seidel, V., Verholle, M., Malard, Y., Tillequin, F., Fruchart, J-C., Duriez, P., Bailleul, F., Teissier, E. 2000. Phenylpropanoids from Ballota nigra L. Inhibit in vitro LDL Peroxidation. Phytotherapy Research, 14(2): 93-98."
QUERCETIN,Antioxidant,IC47=10 uM,"Duke, 1992 *"
QUERCETIN,Antipancreatitic,not available,"Joseph, J., Nadeau, D. and Underwood, A. 2001. The Color Code. Hyperion, NY."
QUERCETIN,Antiperiodontal,not available,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
QUERCETIN,Antiperistaltic,not available,"Duke, 1992 *"
QUERCETIN,Antipermeability,not available,"Duke, 1992 *"
QUERCETIN,Antiperoxidant,not available,"Planta Medica, 57: A110, 1991."
QUERCETIN,Antipharyngitic,not available,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
QUERCETIN,Antiplaque,not available,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
QUERCETIN,Antiplasmodial,IC50=13-64,"Duke, 1992 *"
QUERCETIN,AntiPMS,500 mg/2x/day/wmn,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
QUERCETIN,Antipodriac,not available,"Duke, 1992 *"
QUERCETIN,Antipolio,not available,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
QUERCETIN,Antiproliferant,10 nM,"Duke, 1992 *"
QUERCETIN,Antiprostanoid,not available,"Duke, 1992 *"
QUERCETIN,Antiprostatitic,not available,"Joseph, J., Nadeau, D. and Underwood, A. 2001. The Color Code. Hyperion, NY."
QUERCETIN,Antipsoriac,not available,"Pizzorno, J.E. and Murray, M.T. 1985. A Textbook of Natural Medicine. John Bastyr College Publications, Seattle, Washington (Looseleaf)."
QUERCETIN,Antiradicular,IC50=4.6 uM,"Planta Medica, 56(6): 695, 1990."
QUERCETIN,Antispasmodic,not available,"Duke, 1992 *"
QUERCETIN,Antistreptococcic,ID50=120 ug/ml,"Duke, 1992 *"
QUERCETIN,Antithiamin,not available,"Phenolic Compounds in Food and Their Effects on Health, 69."
QUERCETIN,Antithrombic,not available,"Duke, 1992 *"
